"","GeneName"
"1345","Cyp20a1"
"1346","Zfp37"
"1347","Dpp3"
"1348","Vps33b"
"1349","Rccd1"
"1350","Zfp9"
"1351","Dus2"
"1352","Ankrd26"
"1353","Bcorl1"
"1354","Znrf3"
"1355","Ndufa3"
"1356","Patz1"
"1357","Ift27"
"1358","Prss22"
"1359","Gcat"
"1360","Ndc1"
"1361","Dctn5"
"1362","Ciapin1"
"1363","Mid1ip1"
"1364","Galc"
"1365","Gm9726"
"1366","Ndufb11"
"1367","Zfp944"
"1368","Pdp2"
"1369","Fam96b"
"1370","Tusc1"
"1371","Thoc6"
"1372","Zdhhc20"
"1373","Tceb2"
"1374","Omg"
"1375","Wrnip1"
"1376","Wipi1"
"1377","Tmem38b"
"1378","Pdgfa"
"1379","Gabarapl2"
"1380","Ganab"
"1381","Rab29"
"1382","Kctd3"
"1383","1700066M21Rik"
"1384","Snrpc"
"1385","Fam57a"
"1386","Vps53"
"1387","Cdk18"
"1388","Mgst3"
"1389","Fads6"
"1390","Ik"
"1391","Tmcc3"
"1392","Tmcc2"
"1393","Gm3086"
"1394","Tmco6"
"1395","Cwc22"
"1396","M6pr"
"1397","Get4"
"1398","Tmeff1"
"1399","Pdcd6ip"
"1400","Cxx1b"
"1401","Nemf"
"1402","Avl9"
"1403","Ccdc78"
"1404","Prox1os"
"1405","Eif3b"
"1406","Cog4"
"1407","Pigq"
"1408","Ndufs6"
"1409","Gna12"
"1410","Gpr75"
"1411","Blmh"
"1412","Tmem170"
"1413","Zfp13"
"1414","Rala"
"1415","Mrps15"
"1416","Ptrh2"
"1417","Mrps17"
"1418","Edil3"
"1419","Ralgds"
"1420","Tspan31"
"1421","Airn"
"1422","Rad18"
"1423","Mcee"
"1424","Artn"
"1425","Mtmr10"
"1426","Heatr3"
"1427","Bsdc1"
"1428","Vmp1"
"1429","Agpat4"
"1430","Ogg1"
"1431","Zcchc9"
"1432","Atxn3"
"1433","Sptlc1"
"1434","Acaca"
"1435","Smdt1"
"1436","Exo5"
"1437","Orc6"
"1438","4930432K21Rik"
"1439","Pcsk6"
"1440","Zbtb45"
"1441","Prpf38a"
"1442","Ilvbl"
"1443","Sec11c"
"1444","Rbx1"
"1445","Spryd7"
"1446","Kcnk13"
"1447","Scd2"
"1448","Eif4h"
"1449","Upf2"
"1450","Limk1"
"1451","Slc25a36"
"1452","Setmar"
"1453","Spata13"
"1454","Poll"
"1455","Atp5e"
"1456","Mdm1"
"1457","Eps15"
"1458","B9d2"
"1459","Lrrn1"
"1460","Higd2a"
"1461","Tmem234"
"1462","Dctn2"
"1463","Khdrbs1"
"1464","Brd7"
"1465","Sall1"
"1466","Bola2"
"1467","Abhd17b"
"1468","Lsm6"
"1469","Pomgnt1"
"1470","Mycbp"
"1471","Nrde2"
"1472","Tbp"
"1473","Ralgps1"
"1474","Nadk2"
"1475","Pigm"
"1476","Ttc9"
"1477","Smad2"
"1478","Slc29a3"
"1479","Tmco1"
"1480","Atp5l"
"1481","Ntmt1"
"1482","Psen2"
"1483","Tspan3"
"1484","2810429I04Rik"
"1485","2310001H17Rik"
"1486","Npb"
"1487","Eif2s1"
"1488","Churc1"
"1489","Psen1"
"1490","Cacybp"
"1491","Pter"
"1492","2310015A10Rik"
"1493","Snupn"
"1494","Sft2d2"
"1495","Ccs"
"1496","Gtf3c6"
"1497","Rad51ap1"
"1498","Hibadh"
"1499","Rhno1"
"1500","Gm10827"
"1501","Zfp532"
"1502","Ddx10"
"1503","Il18"
"1504","Stambp"
"1505","Klhdc2"
"1506","Kdm5a"
"1507","Ubl7"
"1508","Ltbp2"
"1509","Snx33"
"1510","Adipor2"
"1511","Tor1aip2"
"1512","Rab36"
"1513","Nup214"
"1514","Gtf3c4"
"1515","Gm11992"
"1516","Hint3"
"1517","Vamp7"
"1518","Lima1"
"1519","Tomm34"
"1520","Gcsam"
"1521","Ubxn2a"
"1522","Pacsin3"
"1523","Fbxo27"
"1524","Car5b"
"1525","Cdc7"
"1526","Ska2"
"1527","Lsm10"
"1528","Rnf138"
"1529","Tvp23b"
"1530","Enpp4"
"1531","Ldlrad3"
"1532","Sh3kbp1"
"1533","Vps8"
"1534","Ehhadh"
"1535","Brip1os"
"1536","Xab2"
"1537","Dstn"
"1538","Tesk2"
"1539","1600012H06Rik"
"1540","Lpin1"
"1541","Rbl2"
"1542","Flcn"
"1543","Slc35a2"
"1544","Kiz"
"1545","Bax"
"1546","Rilpl2"
"1547","Eif2b1"
"1548","Ring1"
"1549","Nucb1"
"1550","Map7d1"
"1551","Snx5"
"1552","Zfp87"
"1553","Zfp451"
"1554","Gm21887"
"1555","Gxylt1"
"1556","Deaf1"
"1557","Ddx52"
"1558","C730034F03Rik"
"1559","Eif2b4"
"1560","Tfeb"
"1561","St6galnac3"
"1562","Wfdc18"
"1563","Chst9"
"1564","Lrrc8d"
"1565","P3h4"
"1566","Gm6483"
"1567","Sema6d"
"1568","Eya2"
"1569","Lyar"
"1570","Zfp217"
"1571","Ccndbp1"
"1572","Ap1g2"
"1573","2810004N23Rik"
"1574","Smim19"
"1575","Myom3"
"1576","Mid2"
"1577","Diaph3"
"1578","Slc25a1"
"1579","Fam184b"
"1580","Bicd2"
"1581","Hhatl"
"1582","Stim1"
"1583","9430038I01Rik"
"1584","2700060E02Rik"
"1585","Pgls"
"1586","Pithd1"
"1587","Ccdc108"
"1588","Tnip1"
"1589","Ankzf1"
"1590","Cyfip1"
"1591","Smim11"
"1592","Gm9801"
"1593","4933431E20Rik"
"1594","Parl"
"1595","Hhip"
"1596","Efs"
"1597","Mrps6"
"1598","Plekhf1"
"1599","Plscr4"
"1600","Pop4"
"1601","Pias3"
"1602","Unc50"
"1603","Zfp326"
"1604","Tbc1d14"
"1605","Pcna"
"1606","Spata1"
"1607","Coasy"
"1608","Abhd5"
"1609","Bnip3"
"1610","Phactr4"
"1611","Lrrc1"
"1612","Ranbp6"
"1613","Ints4"
"1614","Emc7"
"1615","9930021J03Rik"
"1616","Lamp1"
"1617","Glmp"
"1618","H2-Ke6"
"1619","2610001J05Rik"
"1620","9630041A04Rik"
"1621","Murc"
"1622","B9d1"
"1623","Pdcd11"
"1624","Wipf2"
"1625","Gfm1"
"1626","Tgif2"
"1627","Tmem55a"
"1628","Gpam"
"1629","Irf3"
"1630","Swsap1"
"1631","Rab14"
"1632","Fat1"
"1633","Dapk2"
"1634","Smtnl2"
"1635","Proca1"
"1636","Sgce"
"1637","Nol4l"
"1638","Laptm4b"
"1639","Slc25a13"
"1640","Nipsnap3b"
"1641","Fign"
"1642","Srd5a1"
"1643","Frmpd1"
"1644","Lypd6"
"1645","Folh1"
"1646","Papss1"
"1647","Mbd3"
"1648","Eny2"
"1649","Raly"
"1650","Zfp523"
"1651","Dynlrb2"
"1652","Hibch"
"1653","Pxmp4"
"1654","Lbh"
"1655","Zcchc7"
"1656","Cdk11b"
"1657","Ate1"
"1658","Fuz"
"1659","Inpp5f"
"1660","Dad1"
"1661","2310011J03Rik"
"1662","Zswim6"
"1663","Ppfibp2"
"1664","Gm4707"
"1665","Svep1"
"1666","Slc7a6os"
"1667","1110059E24Rik"
"1668","Tnnt3"
"1669","Nrtn"
"1670","2310057M21Rik"
"1671","Dock7"
"1672","Slu7"
"1673","5031425E22Rik"
"1674","Esyt3"
"1675","Acan"
"1676","Trim3"
"1677","Arfip1"
"1678","Pdia4"
"1679","Atg3"
"1680","Slc4a2"
"1681","Stx2"
"1682","Saraf"
"1683","Ldb3"
"1684","Maob"
"1685","Rer1"
"1686","Slc35a5"
"1687","Epn2"
"1688","D8Ertd82e"
"1689","Sarm1"
"1690","Insc"
"1691","Pole3"
"1692","D630003M21Rik"
"1693","Slc31a2"
"1694","Pik3c2b"
"1695","Stag2"
"1696","Dbt"
"1697","Zfpm1"
"1698","Sorbs1"
"1699","Zfp426"
"1700","Rac1"
"1701","March2"
"1702","Tbl1x"
"1703","Psat1"
"1704","Cntrl"
"1705","Mfn1"
"1706","Nanp"
"1707","Mrpl45"
"1708","Pard3"
"1709","Hacd1"
"1710","Rhbdd1"
"1711","Ruvbl2"
"1712","Stam"
"1713","Zhx3"
"1714","Ugp2"
"1715","Osbpl7"
"1716","Cldnd1"
"1717","Mast4"
"1718","Cep97"
"1719","Cmtm5"
"1720","Ube2g1"
"1721","Dennd5a"
"1722","Necap2"
"1723","Spns2"
"1724","Hoga1"
"1725","Magt1"
"1726","Mau2"
"1727","Cd164"
"1728","Cyp4f16"
"1729","Nfat5"
"1730","Fam206a"
"1731","D730003I15Rik"
"1732","Sdf2"
"1733","Pgp"
"1734","Rhobtb3"
"1735","Gkap1"
"1736","Cdk5rap2"
"1737","Cbfb"
"1738","Far1"
"1739","Slc35d1"
"1740","Gprc5b"
"1741","Aco1"
"1742","Srprb"
"1743","Plcl1"
"1744","Scube3"
"1745","Gm26881"
"1746","Nudt7"
"1747","Ggnbp1"
"1748","Ttpa"
"1749","Mrpl28"
"1750","Sart1"
"1751","Rnf38"
"1752","Abcd4"
"1753","Slco3a1"
"1754","Npepl1"
"1755","Nipa1"
"1756","Ppp1r8"
"1757","Mtfr1l"
"1758","Syf2"
"1759","Hykk"
"1760","Zfp524"
"1761","Fgd3"
"1762","Fam161b"
"1763","Scp2"
"1764","Cep85l"
"1765","Malat1"
"1766","Dclre1c"
"1767","Rwdd2b"
"1768","Mrpl43"
"1769","6530411M01Rik"
"1770","Synm"
"1771","P4ha1"
"1772","Snx9"
"1773","Bmp2"
"1774","Psph"
"1775","Zbed5"
"1776","Phf5a"
"1777","Smarcad1"
"1778","Pank3"
"1779","Pyurf"
"1780","Ubxn4"
"1781","Dnaic2"
"1782","Dusp19"
"1783","Prob1"
"1784","6330408A02Rik"
"1785","Pigf"
"1786","Rfc2"
"1787","Daam2"
"1788","Pign"
"1789","Snapc4"
"1790","Rnf130"
"1791","Phlpp1"
"1792","Tmbim6"
"1793","Gpm6b"
"1794","Smyd1"
"1795","Twf1"
"1796","Pyroxd1"
"1797","BC034090"
"1798","Myh14"
"1799","Lmf2"
"1800","Celsr1"
"1801","Fam189a2"
"1802","Gli1"
"1803","Mr1"
"1804","Adam19"
"1805","Tmem229a"
"1806","Gm29394"
"1807","Sos1"
"1808","Mboat1"
"1809","Dpy30"
"1810","Hgs"
"1811","Cep120"
"1812","Ank"
"1813","Sgsh"
"1814","Hist1h4h"
"1815","Mtss1"
"1816","Pex19"
"1817","Oplah"
"1818","Ppp1r15b"
"1819","Ikbip"
"1820","Actr6"
"1821","Chil1"
"1822","Stk39"
"1823","3222401L13Rik"
"1824","Pon2"
"1825","Gca"
"1826","Rpusd4"
"1827","Dctn4"
"1828","Rfx4"
"1829","Fnbp1"
"1830","Dazap2"
"1831","Tm2d2"
"1832","Bloc1s4"
"1833","Csf1"
"1834","Tmem230"
"1835","Naa16"
"1836","Dpy19l3"
"1837","Lap3"
"1838","Dock1"
"1839","Sept8"
"1840","Asb1"
"1841","Mpv17"
"1842","Gpr137b"
"1843","Shtn1"
"1844","Tbc1d12"
"1845","Stard3"
"1846","4833413G10Rik"
"1847","Gatad1"
"1848","Dach2"
"1849","Crot"
"1850","Sik3"
"1851","5930422O12Rik"
"1852","Gareml"
"1853","Fgfbp3"
"1854","Frmd5"
"1855","Alkbh6"
"1856","Rnpepl1"
"1857","Rab10os"
"1858","Pam16"
"1859","Atf7"
"1860","Shroom3"
"1861","Usp51"
"1862","Usp54"
"1863","Echs1"
"1864","Tcp11l1"
"1865","Cat"
"1866","4930427A07Rik"
"1867","Dnajc24"
"1868","Xrcc3"
"1869","Ino80"
"1870","Ndufs2"
"1871","Impdh2"
"1872","Col9a1"
"1873","Lamb2"
"1874","Add3"
"1875","Parp3"
"1876","Klhdc8b"
"1877","Slc2a12"
"1878","Uqcrb"
"1879","Ldhb"
"1880","Lmo1"
"1881","Rgs20"
"1882","Atp6v1h"
"1883","Arih2"
"1884","Olfml1"
"1885","Adhfe1"
"1886","Pou3f3"
"1887","Ntrk2"
"1888","Bbip1"
"1889","Stat1"
"1890","Slc25a20"
"1891","Ndufc2"
"1892","Ergic2"
"1893","Ttc9c"
"1894","Usf1"
"1895","Rev1"
"1896","Rdh10"
"1897","Tead1"
"1898","Rep15"
"1899","Pik3r4"
"1900","Prkcdbp"
"1901","Gm5900"
"1902","Ccdc51"
"1903","Trub1"
"1904","Tmem115"
"1905","Prkrir"
"1906","Trmt5"
"1907","Dchs1"
"1908","Ccdc190"
"1909","Ric3"
"1910","Dag1"
"1911","Tcf7l2"
"1912","Arap1"
"1913","Smad5"
"1914","Rnf123"
"1915","Idh3a"
"1916","Pthlh"
"1917","Trim12c"
"1918","Xndc1"
"1919","Acat1"
"1920","Etfa"
"1921","Syne2"
"1922","Ankmy2"
"1923","Capns1"
"1924","Tmod3"
"1925","Soat1"
"1926","Leo1"
"1927","1110059G10Rik"
"1928","Itsn2"
"1929","Tmem42"
"1930","Tor3a"
"1931","Rnh1"
"1932","Plekhg2"
"1933","Arhgap5"
"1934","Laptm4a"
"1935","Tmem80"
"1936","Nqo2"
"1937","Shprh"
"1938","Ttc32"
"1939","Zfp780b"
"1940","Tjp2"
"1941","Akt2"
"1942","Cd151"
"1943","Paf1"
"1944","Bmp5"
"1945","Fuom"
"1946","Riok1"
"1947","Mcur1"
"1948","Oat"
"1949","Upp1"
"1950","Snx6"
"1951","Ifit3b"
"1952","Epm2a"
"1953","Tshz3"
"1954","Nktr"
"1955","Ctbp2"
"1956","Lrrfip1"
"1957","Uros"
"1958","Bccip"
"1959","Gsta4"
"1960","Igfbp3"
"1961","Ccm2"
"1962","Nim1k"
"1963","Elovl5"
"1964","Sept2"
"1965","Polr2l"
"1966","Rnf182"
"1967","Inhbb"
"1968","Tmem9"
"1969","Plekho2"
"1970","Rnf144a"
"1971","Pvrl2"
"1972","Lif"
"1973","Gemin7"
"1974","Rnf2"
"1975","Tmem18"
"1976","Trmt1l"
"1977","Rbpms2"
"1978","Ginm1"
"1979","Six5"
"1980","Nf2"
"1981","Dtx4"
"1982","Zc3h4"
"1983","Igdcc4"
"1984","Twistnb"
"1985","Dock4"
"1986","Ppib"
"1987","Ralb"
"1988","Rfx7"
"1989","Trpm3"
"1990","Steap3"
"1991","Glul"
"1992","Ccdc97"
"1993","Atp5sl"
"1994","Ddx18"
"1995","Slc35f5"
"1996","Sltm"
"1997","Iah1"
"1998","Adam17"
"1999","Zfp61"
"2000","Eif2d"
"2001","Rgs16"
"2002","Slc41a1"
"2003","Rora"
"2004","Dhx9"
"2005","Morc2a"
"2006","Tcn2"
"2007","Osgepl1"
"2008","Ap3s2"
"2009","Tmc4"
"2010","Arsk"
"2011","Fam193b"
"2012","Grk6"
"2013","Lman2"
"2014","Rlbp1"
"2015","Cog7"
"2016","Ndufs1"
"2017","Ubfd1"
"2018","Arhgap17"
"2019","Tmem161b"
"2020","Zkscan2"
"2021","Tfdp2"
"2022","Egfr"
"2023","Kansl1l"
"2024","Cib1"
"2025","Asrgl1"
"2026","Rftn2"
"2027","Aldh9a1"
"2028","Bclaf1"
"2029","Itpripl2"
"2030","Mesdc2"
"2031","Spats2l"
"2032","Uck2"
"2033","RP24-185P7.1"
"2034","Aox1"
"2035","Lpcat1"
"2036","Knop1"
"2037","Saxo2"
"2038","Imp3"
"2039","Cflar"
"2040","Cep63"
"2041","Tmem237"
"2042","Pex7"
"2043","As3mt"
"2044","H2afy"
"2045","Unc45a"
"2046","Ngrn"
"2047","Sbk1"
"2048","Ssbp2"
"2049","Acsl3"
"2050","Slc30a5"
"2051","Prr12"
"2052","Bag3"
"2053","Kif13a"
"2054","Vrk3"
"2055","Dimt1"
"2056","2410002F23Rik"
"2057","Fbxo36"
"2058","Vamp4"
"2059","Fra10ac1"
"2060","Itm2c"
"2061","Il6st"
"2062","2810459M11Rik"
"2063","Gmpr"
"2064","Loxl1"
"2065","Tmem109"
"2066","Cyb5r4"
"2067","Bcat2"
"2068","Eif3c"
"2069","Ndnl2"
"2070","Apobr"
"2071","Hist1h2al"
"2072","F2r"
"2073","Cdipt"
"2074","Luzp2"
"2075","Erlin1"
"2076","Plcd4"
"2077","Cd2bp2"
"2078","Tmem216"
"2079","Ippk"
"2080","Tmem138"
"2081","Sephs2"
"2082","Acaa1a"
"2083","Gm10320"
"2084","Fcho2"
"2085","U2af2"
"2086","Obsl1"
"2087","Ccdc33"
"2088","Ikzf2"
"2089","Dbp"
"2090","Hist1h2be"
"2091","Cisd3"
"2092","Atad3a"
"2093","Naa50"
"2094","Cpsf3l"
"2095","Ube2j2"
"2096","Aga"
"2097","Tmem39a"
"2098","Casp3"
"2099","Fzd1"
"2100","1700029J07Rik"
"2101","Nr1d1"
"2102","Lrrc58"
"2103","Fstl1"
"2104","Hes5"
"2105","Phldb2"
"2106","Rprd1b"
"2107","Blcap"
"2108","Lzic"
"2109","Slc25a33"
"2110","Eno1"
"2111","Scand1"
"2112","Tma16"
"2113","Ergic3"
"2114","Lrrc47"
"2115","Tlr3"
"2116","Fam149a"
"2117","Bmp1"
"2118","9330182L06Rik"
"2119","Rbm33"
"2120","Senp5"
"2121","Hadha"
"2122","Ralgapa2"
"2123","Atp13a4"
"2124","Atraid"
"2125","Ppm1g"
"2126","Adgra2"
"2127","Lppos"
"2128","Atp1a2"
"2129","Tex15"
"2130","Gsr"
"2131","Sema3d"
"2132","Sox12"
"2133","Tbc1d20"
"2134","Tcf15"
"2135","Pdgfrl"
"2136","Slc7a2"
"2137","Tusc3"
"2138","Mfhas1"
"2139","Pygb"
"2140","Sema5b"
"2141","Adcy5"
"2142","Hacd2"
"2143","Fastk"
"2144","Clcn2"
"2145","Agtrap"
"2146","Zfp868"
"2147","Vezf1"
"2148","2310033P09Rik"
"2149","Atp5o"
"2150","Rbmxl1"
"2151","Hmgxb4"
"2152","4932438H23Rik"
"2153","Mis18a"
"2154","Eya3"
"2155","Cbr3"
"2156","Ezr"
"2157","Mri1"
"2158","Zfp931"
"2159","Tulp4"
"2160","Zmym4"
"2161","Ndufb7"
"2162","Gm14305"
"2163","Fndc5"
"2164","2010015M23Rik"
"2165","Pigp"
"2166","Isyna1"
"2167","Slc13a3"
"2168","Arhgef10l"
"2169","Cdh22"
"2170","Kat7"
"2171","Slc35b1"
"2172","Nr2c2ap"
"2173","Pdpn"
"2174","Sdc4"
"2175","Capzb"
"2176","Mpv17l2"
"2177","Slc5a5"
"2178","Nog"
"2179","Hlf"
"2180","Stxbp4"
"2181","Tom1l1"
"2182","Id3"
"2183","Asap3"
"2184","Ephx2"
"2185","Slc9a8"
"2186","Gtpbp3"
"2187","Babam1"
"2188","Ddost"
"2189","Gabpa"
"2190","Acsf2"
"2191","Abcf3"
"2192","Grpel1"
"2193","Ulk1"
"2194","Cnot6"
"2195","Cry2"
"2196","Sap130"
"2197","Gm11627"
"2198","Nr1h3"
"2199","Ercc3"
"2200","Slc39a13"
"2201","Fkbp11"
"2202","Pxmp2"
"2203","Slc39a6"
"2204","Ss18"
"2205","Pdgfd"
"2206","Fam69a"
"2207","Arhgap42"
"2208","Snapc2"
"2209","G6pc3"
"2210","Galnt1"
"2211","Chfr"
"2212","Ext2"
"2213","Acacb"
"2214","Pfkm"
"2215","Msi1"
"2216","Samm50"
"2217","Ttll1"
"2218","Poldip3"
"2219","Os9"
"2220","Ncor2"
"2221","Ubc"
"2222","Nhp2l1"
"2223","Cpsf6"
"2224","AI480526"
"2225","Ptpn13"
"2226","Ace"
"2227","Prkab1"
"2228","Slc2a13"
"2229","Ccdc43"
"2230","2410131K14Rik"
"2231","Cd63"
"2232","Arsa"
"2233","Slc8b1"
"2234","Tpcn1"
"2235","Rab5b"
"2236","Ttc38"
"2237","Kdm2b"
"2238","Fbln1"
"2239","Tbc1d19"
"2240","Arap2"
"2241","Nphp1"
"2242","Slc22a5"
"2243","Yars2"
"2244","Zc3h8"
"2245","Mzt2"
"2246","Kif3a"
"2247","Cpped1"
"2248","Fkbp10"
"2249","Gpc5"
"2250","Skp1a"
"2251","Rbm26"
"2252","Sel1l3"
"2253","Slc20a1"
"2254","Vwa8"
"2255","Man2b2"
"2256","Anxa6"
"2257","Slc20a2"
"2258","Rnf24"
"2259","Cpeb2"
"2260","Cd38"
"2261","Ranbp1"
"2262","Ptpra"
"2263","Prodh"
"2264","Cpxm1"
"2265","Scarf2"
"2266","Dhx15"
"2267","Smpd4"
"2268","Pdia3"
"2269","Dph6"
"2270","Snrpd1"
"2271","Cables1"
"2272","Slc12a6"
"2273","Ppp1r1a"
"2274","Carkd"
"2275","Rab20"
"2276","Hnrnpa1"
"2277","Irs2"
"2278","Hnrnpdl"
"2279","Cops4"
"2280","Prr13"
"2281","Sp1"
"2282","Sdad1"
"2283","Pmm2"
"2284","Eef2kmt"
"2285","Rab5c"
"2286","Farp1"
"2287","Zfyve19"
"2288","Bambi"
"2289","4932443I19Rik"
"2290","Rasa3"
"2291","Ggact"
"2292","Arhgap12"
"2293","Vasn"
"2294","Slc4a4"
"2295","Mlx"
"2296","Wnk4"
"2297","Ppt1"
"2298","Mrgbp"
"2299","Prdx4"
"2300","Hist2h3c2"
"2301","Zfp503"
"2302","Slc16a11"
"2303","Ap3m1"
"2304","Polr3gl"
"2305","Mtmr11"
"2306","Spin2c"
"2307","Gm42418"
"2308","Mettl17"
"2309","Chrdl1"
"2310","Mut"
"2311","Eif1ax"
"2312","Rab9"
"2313","Klc4"
"2314","Srf"
"2315","Cul9"
"2316","Acadvl"
"2317","Gm16740"
"2318","Rsph9"
"2319","Nxt2"
"2320","Arhgef40"
"2321","Wdr77"
"2322","H2-T23"
"2323","2310061I04Rik"
"2324","Sh3bgrl"
"2325","Gm43352"
"2326","Cyp2u1"
"2327","Xist"
"2328","Bdh2"
"2329","Nfkbil1"
"2330","Phka1"
"2331","Fbxw10"
"2332","Cyb5d2"
"2333","Pcdh11x"
"2334","Cul7"
"2335","Rpp21"
"2336","Tmem56"
"2337","Psmd6"
"2338","Zfp219"
"2339","Ahcyl1"
"2340","Gstm2"
"2341","Gstm1"
"2342","Pxk"
"2343","Hs3st3a1"
"2344","Sypl2"
"2345","Sall2"
"2346","Amy1"
"2347","Agl"
"2348","Snx7"
"2349","Abcd3"
"2350","Taf1"
"2351","Mea1"
"2352","Rab31"
"2353","D3Ertd254e"
"2354","Vapa"
"2355","Dync2li1"
"2356","Lxn"
"2357","Mfsd1"
"2358","Man2a1"
"2359","Gm20515"
"2360","Nudt12"
"2361","Pdzph1"
"2362","Rhoq"
"2363","Skil"
"2364","Tmem144"
"2365","Pdgfc"
"2366","4932438A13Rik"
"2367","Il2"
"2368","Yipf4"
"2369","Sclt1"
"2370","Srsf7"
"2371","Mfsd8"
"2372","Eif2a"
"2373","P2ry1"
"2374","Ctso"
"2375","Pld1"
"2376","Rangrf"
"2377","Dpm3"
"2378","Oxnad1"
"2379","Btd"
"2380","E2f5"
"2381","Pnp"
"2382","Pmvk"
"2383","Kcnn3"
"2384","Nt5dc2"
"2385","Rab13"
"2386","Spcs1"
"2387","Slc27a3"
"2388","S100a1"
"2389","Pex2"
"2390","2310039H08Rik"
"2391","Tnfsf12"
"2392","Arhgap6"
"2393","Tmem220"
"2394","Tspan14"
"2395","D930015E06Rik"
"2396","Kdm4b"
"2397","Dpp9"
"2398","Mydgf"
"2399","Ubxn6"
"2400","Lrba"
"2401","Naa38"
"2402","Sat2"
"2403","Mtfr1"
"2404","Pmf1"
"2405","Sema4a"
"2406","Cyp7b1"
"2407","Mocs1"
"2408","Dapp1"
"2409","Gpank1"
"2410","Vtn"
"2411","Fam58b"
"2412","Ksr1"
"2413","Kctd5"
"2414","Tle1"
"2415","Akap17b"
"2416","Pgrmc1"
"2417","Flywch1"
"2418","D230025D16Rik"
"2419","Plin2"
"2420","Il13ra1"
"2421","Flii"
"2422","Eci1"
"2423","Smc2"
"2424","Nek8"
"2425","Nob1"
"2426","Tlcd1"
"2427","Vps4a"
"2428","Rab34"
"2429","Chtf8"
"2430","Ptgr1"
"2431","Unc119"
"2432","Slc12a4"
"2433","Zmym2"
"2434","Wdr44"
"2435","E130114P18Rik"
"2436","Nae1"
"2437","Hectd3"
"2438","Prpf6"
"2439","Zgpat"
"2440","Igf2r"
"2441","Gm10638"
"2442","Phkb"
"2443","Cited4"
"2444","Srebf1"
"2445","Dhodh"
"2446","Cachd1"
"2447","Ndp"
"2448","Ddx3x"
"2449","Kifc3"
"2450","Hspb11"
"2451","Magoh"
"2452","Echdc2"
"2453","Coa7"
"2454","Amer2"
"2455","Dmrta2"
"2456","Mt3"
"2457","Ist1"
"2458","Pipox"
"2459","Lyn"
"2460","Hnrnpm"
"2461","Zfp414"
"2462","Adamts10"
"2463","Tox"
"2464","Plekhf2"
"2465","Cyp4f13"
"2466","Cyp4f15"
"2467","Zc3h18"
"2468","Wiz"
"2469","Triqk"
"2470","Rrp1b"
"2471","Mmp16"
"2472","Renbp"
"2473","Tgs1"
"2474","Daxx"
"2475","Ipo4"
"2476","Gbp7"
"2477","Kcnk1"
"2478","Ccbl2"
"2479","Hspa1a"
"2480","Zfp287"
"2481","Zc3h12b"
"2482","C4b"
"2483","Ddah1"
"2484","Dhrs4"
"2485","Gng5"
"2486","Tap2"
"2487","Def8"
"2488","Slc39a7"
"2489","Acadm"
"2490","Fam214b"
"2491","Kars"
"2492","Bnip1"
"2493","Nme4"
"2494","Capn15"
"2495","Zbtb5"
"2496","Fam195a"
"2497","Exosc3"
"2498","Il34"
"2499","Fam173a"
"2500","Nans"
"2501","Erp44"
"2502","Plppr1"
"2503","Aldh3a2"
"2504","Smg6"
"2505","Lemd2"
"2506","Manea"
"2507","Rpa1"
"2508","Emc8"
"2509","Ppil1"
"2510","Trp53cor1"
"2511","Nsdhl"
"2512","Dhrs1"
"2513","Srpk1"
"2514","Kcng4"
"2515","Hsdl1"
"2516","Il11ra1"
"2517","Wwox"
"2518","Fzd9"
"2519","Pan3"
"2520","Bet1"
"2521","Keap1"
"2522","Trappc9"
"2523","Stard13"
"2524","Acy3"
"2525","Ptgr2"
"2526","Ccdc53"
"2527","Fam118b"
"2528","B3glct"
"2529","Lmcd1"
"2530","Pcdhb18"
"2531","Arl1"
"2532","Rbm22"
"2533","Gm37885"
"2534","Dfna5"
"2535","Tmem106b"
"2536","Ltbp3"
"2537","0610009O20Rik"
"2538","Mafg"
"2539","Tmed1"
"2540","Fbln5"
"2541","Tor2a"
"2542","Timp3"
"2543","Cd27"
"2544","Ltbr"
"2545","Gm13594"
"2546","Mpp6"
"2547","Galk1"
"2548","Acox1"
"2549","Medag"
"2550","Crbn"
"2551","Ola1"
"2552","Cir1"
"2553","Crat"
"2554","Scrib"
"2555","Rev3l"
"2556","Lifr"
"2557","Zfp707"
"2558","Ndufa12"
"2559","Wdr55"
"2560","Atp5g3"
"2561","Lrrc8a"
"2562","Cyc1"
"2563","Ephx1"
"2564","Wdr34"
"2565","Fgd6"
"2566","Capn2"
"2567","Adcyap1r1"
"2568","Uspl1"
"2569","Ranbp3l"
"2570","Sp5"
"2571","Caskin2"
"2572","Eef1d"
"2573","Lrp5"
"2574","Top1mt"
"2575","Rhpn1"
"2576","Slc25a3"
"2577","Tulp3"
"2578","Slc25a19"
"2579","Mif4gd"
"2580","Slc46a3"
"2581","Pfkfb3"
"2582","Adck1"
"2583","Dio2"
"2584","Ctsf"
"2585","Oaf"
"2586","Mfsd12"
"2587","Herpud2"
"2588","Smo"
"2589","Tbcel"
"2590","Cml1"
"2591","Fam21"
"2592","Nfic"
"2593","Kcnk2"
"2594","Sept9"
"2595","Gstz1"
"2596","Prkcsh"
"2597","Calu"
"2598","Agk"
"2599","0610009L18Rik"
"2600","Gm26699"
"2601","Hmbs"
"2602","Cecr5"
"2603","Emc2"
"2604","Zfp809"
"2605","Qrsl1"
"2606","Chchd3"
