"","GeneName"
"10323","Wash1"
"10324","Uqcc3"
"10325","Adh5"
"10326","Abhd14b"
"10327","Psmd10"
"10328","Scamp3"
"10329","Pycr2"
"10330","Fam3a"
"10331","Ssr2"
"10332","P3h3"
"10333","Mmgt2"
"10334","Bphl"
"10335","Ormdl3"
"10336","Pdrg1"
"10337","Ano6"
"10338","Rpl41"
"10339","Serpinb6a"
"10340","Mrpl54"
"10341","Rfk"
"10342","Zfp317"
"10343","Pamr1"
"10344","Adamts2"
"10345","Htra3"
"10346","Dcaf17"
"10347","Gnpda2"
"10348","Snx1"
"10349","Mmp2"
"10350","Piezo2"
"10351","Haus1"
"10352","Rabac1"
"10353","Nme2"
"10354","Acot8"
"10355","Pla2g4a"
"10356","Gadd45g"
"10357","Tubd1"
"10358","Ier2"
"10359","Ptp4a2"
"10360","Smtn"
"10361","Ptpn9"
"10362","Acsf3"
"10363","Pex3"
"10364","Csnk1d"
"10365","Pik3c2a"
"10366","Arid5b"
"10367","Magi3"
"10368","Cept1"
"10369","Lgr4"
"10370","Macf1"
"10371","Pced1b"
"10372","Scrn3"
"10373","Sh3gl1"
"10374","Slc50a1"
"10375","St8sia1"
"10376","Ppp1r36"
"10377","A930003O13Rik"
"10378","Crybb3"
"10379","Lipg"
"10380","Gm17705"
"10381","Gnpnat1"
"10382","Zfp946"
"10383","3110021N24Rik"
"10384","Smc4"
"10385","Mad2l2"
"10386","Rmst"
"10387","1110001J03Rik"
"10388","Adcy10"
"10389","Vps37a"
"10390","Elmo2"
"10391","Dyrk3"
"10392","Zeb2os"
"10393","Zfp729a"
"10394","Gtf2a1"
"10395","Hps3"
"10396","5033430I15Rik"
"10397","BC017643"
"10398","Lrtm2"
"10399","Prpsap2"
"10400","Msl3"
"10401","Supv3l1"
"10402","Asxl2"
"10403","Traf6"
"10404","Plaur"
"10405","Bin3"
"10406","Msrb1"
"10407","Coro1b"
"10408","Lcp1"
"10409","Lsm12"
"10410","Csrnp1"
"10411","Rbpj"
"10412","Anp32b"
"10413","Mrpl39"
"10414","2510039O18Rik"
"10415","Pik3cd"
"10416","Npm3"
"10417","Ncf2"
"10418","E2f2"
"10419","Pim1"
"10420","Eif2ak1"
"10421","Polr3c"
"10422","Gm20186"
"10423","Rara"
"10424","Gm8730"
"10425","Blvra"
"10426","Idh2"
"10427","Polg2"
"10428","Ntpcr"
"10429","St6galnac4"
"10430","Tgfbr1"
"10431","Gm12166"
"10432","Eef2k"
"10433","Fam114a2"
"10434","Ppp4c"
"10435","Hccs"
"10436","Mob3c"
"10437","Mfap1a"
"10438","Dicer1"
"10439","L3hypdh"
"10440","Srsf9"
"10441","Mbip"
"10442","Cnppd1"
"10443","1600002K03Rik"
"10444","Tbc1d16"
"10445","Adprh"
"10446","Ssbp1"
"10447","Mtdh"
"10448","Selo"
"10449","Mfsd3"
"10450","Rps6ka1"
"10451","Psmd12"
"10452","Fam76b"
"10453","Pdcd2l"
"10454","Commd8"
"10455","Cep192"
"10456","Capza1"
"10457","Crtc3"
"10458","Sf3b4"
"10459","Dnajb11"
"10460","Mttp"
"10461","Fcf1"
"10462","Sncaip"
"10463","Rab1b"
"10464","Mtm1"
"10465","Lncpint"
"10466","Prdm11"
"10467","Utp11l"
"10468","Cebpg"
"10469","Sft2d1"
"10470","Ccdc163"
"10471","Vgll4"
"10472","Wdr31"
"10473","Gfer"
"10474","Rad17"
"10475","Crnkl1"
"10476","Fhad1"
"10477","Map10"
"10478","Clp1"
"10479","Mylip"
"10480","Slc29a1"
"10481","Pigc"
"10482","Mob1b"
"10483","Gm9755"
"10484","Dcaf8"
"10485","Tcf12"
"10486","Cdh20"
"10487","Cetn2"
"10488","Prpf19"
"10489","Senp8"
"10490","Clk3"
"10491","Xpr1"
"10492","Dcaf11"
"10493","Bscl2"
"10494","Rgl1"
"10495","Rap2c"
"10496","A930012L18Rik"
"10497","Gm13499"
"10498","Cenpb"
"10499","Zfand2b"
"10500","Ier5l"
"10501","Pcyox1l"
"10502","Ctdspl"
"10503","Gm4285"
"10504","Wnt10a"
"10505","Itgav"
"10506","Riok3"
"10507","0610009B22Rik"
"10508","Cdkl3"
"10509","Tmem87a"
"10510","mt-Atp6"
"10511","Slc29a2"
"10512","AU019823"
"10513","Trak1"
"10514","Dpf2"
"10515","Soga1"
"10516","Asxl1"
"10517","Pdcl3"
"10518","Spata2"
"10519","Rpp38"
"10520","Rbfa"
"10521","Pdlim1"
"10522","4933407L21Rik"
"10523","Gm11696"
"10524","Sdk2"
"10525","Hsf1"
"10526","Ppp1r16a"
"10527","Rnf216"
"10528","Ift81"
"10529","Atxn2"
"10530","Stat2"
"10531","E330009J07Rik"
"10532","Ube2h"
"10533","Gna11"
"10534","Zfp800"
"10535","Ddx54"
"10536","Gpat4"
"10537","Sh3bp2"
"10538","Dgcr2"
"10539","Tapt1"
"10540","Pex1"
"10541","1700007L15Rik"
"10542","Fryl"
"10543","Tmem117"
"10544","Nudt16l1"
"10545","Mfsd5"
"10546","Lin54"
"10547","Ikzf5"
"10548","Tmem14c"
"10549","Shkbp1"
"10550","Zfp74"
"10551","Hs1bp3"
"10552","Gm10605"
"10553","Adcy2"
"10554","A830082K12Rik"
"10555","Wdr41"
"10556","Gabrg3"
"10557","Hmgcr"
"10558","2810049E08Rik"
"10559","Tnrc6a"
"10560","Lrrc28"
"10561","Dnajb12"
"10562","Ift122"
"10563","Eif2ak3"
"10564","Pradc1"
"10565","Dcp1b"
"10566","Dnaaf2"
"10567","Dmpk"
"10568","Hbs1l"
"10569","Galnt16"
"10570","Zfp410"
"10571","Ccnl2"
"10572","Aph1a"
"10573","Cmtm4"
"10574","Tmem63b"
"10575","Mis12"
"10576","Hdhd3"
"10577","Dclre1b"
"10578","Rnf115"
"10579","Med8"
"10580","Heatr6"
"10581","Dph3"
"10582","Lmna"
"10583","Cc2d1b"
"10584","Osbpl9"
"10585","Dcp1a"
"10586","4933434E20Rik"
"10587","Aktip"
"10588","Msh5"
"10589","Mbtps1"
"10590","Cmc2"
"10591","3110043O21Rik"
"10592","Emc6"
"10593","Srr"
"10594","Tmem245"
"10595","Unc13b"
"10596","Axin1"
"10597","Txnl4b"
"10598","Akirin1"
"10599","Fndc3b"
"10600","Ak2"
"10601","Vps13d"
"10602","Ncam2"
"10603","Gmfb"
"10604","Rab42"
"10605","Oscp1"
"10606","Hes7"
"10607","Tmem107"
"10608","Ythdf3"
"10609","Inpp5b"
"10610","4930579G24Rik"
"10611","Flot1"
"10612","Zfp369"
"10613","Rdh12"
"10614","Vps52"
"10615","Slirp"
"10616","Med31"
"10617","Ncoa1"
"10618","Wdr35"
"10619","Clasp2"
"10620","Tmem180"
"10621","Susd5"
"10622","Ssr1"
"10623","Rbm20"
"10624","Pdzd8"
"10625","Pde8b"
"10626","Pcnxl4"
"10627","D630036H23Rik"
"10628","Tmem200c"
"10629","Letmd1"
"10630","Rufy1"
"10631","Itsn1"
"10632","Mbd2"
"10633","Tmem242"
"10634","Cers5"
"10635","Ttc1"
"10636","Kpnb1"
"10637","Mrpl10"
"10638","Snx11"
"10639","Acly"
"10640","Alg1"
"10641","Ndst1"
"10642","Rrm2b"
"10643","Jmjd6"
"10644","Dagla"
"10645","Ddb1"
"10646","Rad21"
"10647","Gskip"
"10648","Gm28875"
"10649","Idi1"
"10650","Wdr45b"
"10651","Nudt14"
"10652","Cbx7"
"10653","Polr2f"
"10654","Amz2"
"10655","1500009C09Rik"
"10656","Fnip1"
"10657","Atl3"
"10658","Tmem97"
"10659","RP23-316J6.4"
"10660","Them4"
"10661","Hax1"
"10662","Tmem194"
"10663","Hdgf"
"10664","Tti2"
"10665","Kantr"
"10666","Ing1"
"10667","Pcdh10"
"10668","Snx27"
"10669","Otud6b"
"10670","Impad1"
"10671","Plxnc1"
"10672","Eea1"
"10673","Sike1"
"10674","Bcl9"
"10675","Scnm1"
"10676","5730508B09Rik"
"10677","A230046K03Rik"
"10678","Gan"
"10679","Fitm2"
"10680","Tox2"
"10681","Zmiz1"
"10682","Pde12"
"10683","Api5"
"10684","Upf1"
"10685","Pou3f4"
"10686","Fam192a"
"10687","Vapb"
"10688","Rab22a"
"10689","Mocs3"
"10690","Rnf20"
"10691","Polr2i"
"10692","Snrnp35"
"10693","Lamtor4"
"10694","Gtf2i"
"10695","Akt1s1"
"10696","Nudt19"
"10697","2610021A01Rik"
"10698","Aspdh"
"10699","Chd4"
"10700","Cand2"
"10701","Uba3"
"10702","Iqsec1"
"10703","Golt1b"
"10704","Zfp110"
"10705","E130309D02Rik"
"10706","Mboat7"
"10707","Ccdc136"
"10708","Otud3"
"10709","Pqlc2"
"10710","Ric8"
"10711","Adgra1"
"10712","Zbtb8os"
"10713","Fig4"
"10714","Ostm1"
"10715","Cdc26"
"10716","Msl3l2"
"10717","Map3k5"
"10718","Nkain2"
"10719","Pacrgl"
"10720","Hs3st1"
"10721","Sgcb"
"10722","2900076A07Rik"
"10723","Asb7"
"10724","AI854517"
"10725","Hddc3"
"10726","Dcun1d3"
"10727","Hmbox1"
"10728","Golga2"
"10729","Ncstn"
"10730","Ntm"
"10731","Ube2f"
"10732","9230110C19Rik"
"10733","Man1b1"
"10734","Nedd4"
"10735","Dennd4a"
"10736","Klf7"
"10737","Chpf"
"10738","Per2"
"10739","Gm2061"
"10740","Wdr26"
"10741","Cep162"
"10742","C330006A16Rik"
"10743","Eprs"
"10744","Zfp266"
"10745","Glrx2"
"10746","Apoc3"
"10747","Suco"
"10748","Arl8a"
"10749","Tex264"
"10750","Rab2b"
"10751","Dalrd3"
"10752","Arhgef12"
"10753","Mrps24"
"10754","Ngef"
"10755","Stx7"
"10756","Pde1b"
"10757","Nmnat2"
"10758","AU022252"
"10759","Acot13"
"10760","Agfg1"
"10761","Nr2f1"
"10762","Vps4b"
"10763","Rfx3"
"10764","Crocc"
"10765","Kif1b"
"10766","Fam76a"
"10767","Ahdc1"
"10768","Wdtc1"
"10769","Idnk"
"10770","Prr14l"
"10771","Golgb1"
"10772","Crym"
"10773","Tmem160"
"10774","Katnal1"
"10775","Cadps2"
"10776","Cipc"
"10777","Mrps25"
"10778","Sel1l"
"10779","Lrrc4b"
"10780","Nell2"
"10781","Arpp19"
"10782","Gbf1"
"10783","Mapk12"
"10784","Arl15"
"10785","Clasrp"
"10786","Inpp1"
"10787","Adrb1"
"10788","Vkorc1l1"
"10789","Arl3"
"10790","Rhobtb2"
"10791","Mrpl27"
"10792","Yipf6"
"10793","Guk1"
"10794","Clcn3"
"10795","E130012A19Rik"
"10796","Dmrtc1a"
"10797","Rmdn3"
"10798","Thrb"
"10799","Camk2g"
"10800","Sirpa"
"10801","Arhgap26"
"10802","Eif3j1"
"10803","Ppp2r2b"
"10804","Mettl8"
"10805","Nme5"
"10806","Ptprj"
"10807","Gas7"
"10808","Fam53c"
"10809","Polr3a"
"10810","B4galt6"
"10811","Myo18a"
"10812","Trp53inp2"
"10813","Ncoa6"
"10814","1810043H04Rik"
"10815","Uqcr11"
"10816","C2cd4c"
"10817","Rsph1"
"10818","Vegfb"
"10819","Tm2d1"
"10820","Astn1"
"10821","Ttc39b"
"10822","Cbl"
"10823","Ei24"
"10824","Fktn"
"10825","Gramd1b"
"10826","Lamtor2"
"10827","Pgrmc2"
"10828","Cetn4"
"10829","Zfp62"
"10830","Dok5"
"10831","Efcab2"
"10832","Zfp51"
"10833","Bysl"
"10834","Dner"
"10835","Znhit6"
"10836","Yipf5"
"10837","Mrpl40"
"10838","Tctn1"
"10839","Plxnd1"
"10840","Wapl"
"10841","Nexn"
"10842","Tekt5"
"10843","Zfp335"
"10844","Grina"
"10845","Kctd4"
"10846","Ubxn8"
"10847","Cfap54"
"10848","Dzip1l"
"10849","Cant1"
"10850","Clptm1l"
"10851","Vps25"
"10852","Tpbgl"
"10853","Cdh4"
"10854","Mitf"
"10855","Tmem132c"
"10856","Nbeal2"
"10857","Adcy8"
"10858","Snrk"
"10859","Emx2"
"10860","Flna"
"10861","Siva1"
"10862","Filip1l"
"10863","Gm13889"
"10864","Mob2"
"10865","Fads3"
"10866","Nrip2"
"10867","Abcg2"
"10868","Rbks"
"10869","0610030E20Rik"
"10870","Zfp91"
"10871","Slc52a2"
"10872","Rad1"
"10873","Gm13251"
"10874","Med20"
"10875","Gm21092"
"10876","Slc25a39"
"10877","Spast"
"10878","Scly"
"10879","Lipa"
"10880","Ublcp1"
"10881","Rce1"
"10882","Trmt112"
"10883","Kcne4"
"10884","Ctcf"
"10885","4833422C13Rik"
"10886","Zfp943"
"10887","Adam10"
"10888","1110037F02Rik"
"10889","Zfp41"
"10890","Nr1d2"
"10891","Csgalnact1"
"10892","Fam53a"
"10893","Notch4"
"10894","Fam96a"
"10895","Map4k2"
"10896","Ets1"
"10897","Arf6"
"10898","Adora2a"
"10899","Cd2ap"
"10900","Utrn"
"10901","Tagln2"
"10902","Mxd4"
"10903","Msn"
"10904","Rab11a"
"10905","Sh2b3"
"10906","Myo1c"
"10907","Fam101b"
"10908","4931406P16Rik"
"10909","Rasgrp3"
"10910","Ptprm"
"10911","Irf2"
"10912","Mtmr14"
"10913","Cacna2d4"
"10914","Mapk7"
"10915","Mospd2"
"10916","Zmat1"
"10917","Klhl28"
"10918","Kdm6a"
"10919","Cab39l"
"10920","Grik3"
"10921","Cggbp1"
"10922","Gcnt1"
"10923","Eif4e2"
"10924","E2f3"
"10925","Prpf4b"
"10926","4933427G17Rik"
"10927","mt-Co3"
"10928","Nup160"
"10929","Arfgap2"
"10930","Vps37c"
"10931","Zcwpw1"
"10932","Prss36"
"10933","AA986860"
"10934","Zfp235"
"10935","Tmf1"
"10936","Wbscr22"
"10937","Eif2b2"
"10938","Eif4a3"
"10939","Zfp788"
"10940","Aspscr1"
"10941","Fgd4"
"10942","Zfp182"
"10943","Armc2"
"10944","Acrbp"
"10945","Rchy1"
"10946","Sall3"
"10947","Ppp1r14c"
"10948","Pax6"
"10949","Rasa2"
"10950","Ccnd2"
"10951","Lrrc75a"
"10952","Zfp280c"
"10953","Rhcg"
"10954","Mrps11"
"10955","Fgd1"
"10956","Rnf43"
"10957","C230037L18Rik"
"10958","Car8"
"10959","Car12"
"10960","Zfp518a"
"10961","Sec16a"
"10962","Hip1r"
"10963","Tbc1d15"
"10964","Gm7932"
"10965","Gsx1"
"10966","Galnt3"
"10967","Rmi2"
"10968","Spry1"
"10969","Tmem255b"
"10970","Megf11"
"10971","Polr3e"
"10972","Arhgap24"
"10973","Rinl"
"10974","Itgb7"
"10975","Jagn1"
"10976","Zfp579"
"10977","Slc15a4"
"10978","Peli1"
"10979","Lcorl"
"10980","Gp1bb"
"10981","Snx22"
"10982","Hilpda"
"10983","Ankrd44"
"10984","Spsb1"
"10985","Gpr180"
"10986","Dct"
"10987","Lrrc42"
"10988","Alad"
"10989","Fkbp15"
"10990","Fam13c"
"10991","Ssh3"
"10992","Bcar1"
"10993","Chst5"
"10994","Zdhhc7"
"10995","Zfp488"
"10996","Brca1"
"10997","Fyn"
"10998","Ptpre"
"10999","5730559C18Rik"
"11000","Cdyl"
"11001","Tbc1d23"
"11002","Dcaf12"
"11003","1110012L19Rik"
"11004","Mbnl1"
"11005","Bche"
"11006","Pdcd10"
"11007","Gm38399"
"11008","Mylpf"
"11009","Stard9"
"11010","Gm13166"
"11011","Itga4"
"11012","Ube2r2"
"11013","Mex3d"
"11014","Stra13"
"11015","Snap29"
"11016","0610037L13Rik"
"11017","Ddx21"
"11018","Adpgk"
"11019","Rap1b"
"11020","Med29"
"11021","Mrps21"
"11022","Rrp36"
"11023","Adam15"
"11024","Rapgef1"
"11025","Arhgef1"
"11026","Prrg2"
"11027","Nosip"
"11028","C2cd2"
"11029","Cchcr1"
"11030","Atf5"
"11031","Shroom1"
"11032","Aldh1a2"
"11033","Serping1"
"11034","Aebp1"
"11035","Slc6a20a"
"11036","Igf2"
"11037","Dcn"
"11038","Slc13a4"
"11039","Slc6a13"
"11040","Col1a1"
"11041","Mgp"
"11042","Slc47a1"
"11043","Anxa1"
"11044","Anxa2"
"11045","Foxc2"
"11046","Gimap5"
"11047","Lsp1"
"11048","Cd52"
"11049","Stab1"
"11050","Ptpn18"
"11051","Olfml3"
"11052","Ltc4s"
"11053","Tyrobp"
"11054","Cdh8"
"11055","Tagln"
"11056","Mustn1"
"11057","Adap2os"
"11058","Map3k7cl"
"11059","Acta2"
"11060","Gja4"
"11061","Slco1a4"
"11062","Foxq1"
"11063","Ly6c1"
"11064","Sox17"
"11065","Pglyrp1"
"11066","Lsr"
"11067","Ly6a"
"11068","Tbx3"
"11069","Tm4sf1"
"11070","Adgrl4"
"11071","Ctla2a"
"11072","Adgrf5"
"11073","Flt1"
"11074","Rbms1"
"11075","Kcnj8"
"11076","Higd1b"
"11077","Tek"
"11078","Ptprb"
"11079","Abcc9"
"11080","Robo4"
"11081","Isg20"
"11082","Mpp1"
"11083","Ube2l6"
"11084","Cdh5"
"11085","Nostrin"
"11086","Slc22a8"
"11087","Emcn"
"11088","Glis2"
"11089","Snx4"
"11090","Cenpq"
"11091","Pcsk7"
"11092","Lta4h"
"11093","Cog8"
"11094","Mad2l1bp"
"11095","Pskh1"
"11096","Fam162a"
"11097","Mllt6"
"11098","Syce2"
"11099","Sephs1"
"11100","Dynlt1f"
"11101","Rmdn1"
"11102","Parn"
"11103","Pola2"
"11104","Zbtb10"
"11105","Stx8"
"11106","Srfbp1"
"11107","Spty2d1"
"11108","Mfap1b"
"11109","Yes1"
"11110","Fam163a"
"11111","Map3k3"
"11112","Vcp"
"11113","Asl"
"11114","Rps6ka5"
"11115","Tmem62"
"11116","Prr14"
"11117","Chst14"
"11118","Zfp746"
"11119","Tcp11l2"
"11120","Parp4"
"11121","M5C1000I18Rik"
"11122","Zfp114"
"11123","Sav1"
"11124","Zfp830"
"11125","Trim6"
"11126","2310069G16Rik"
"11127","B230303O12Rik"
"11128","Smyd4"
"11129","Akap7"
"11130","Ercc5"
"11131","Mterf3"
"11132","Mitd1"
"11133","Yif1b"
"11134","Qsox1"
"11135","Psmd13"
"11136","Itga1"
"11137","Lamb1"
"11138","Zbtb2"
"11139","Ccdc71l"
"11140","Tex9"
"11141","Caml"
"11142","Copb2"
"11143","Mta2"
"11144","L2hgdh"
"11145","Baz1a"
"11146","Pih1d1"
"11147","Kat8"
"11148","Plpp1"
"11149","Tm2d3"
"11150","Snx14"
"11151","Gm10093"
"11152","Alcam"
"11153","Procr"
"11154","Megf6"
"11155","Uvssa"
"11156","Tnip2"
"11157","Wdr86"
"11158","Abcf2"
"11159","Edn3"
"11160","Zfp362"
"11161","Hdac1"
"11162","Slc35c2"
"11163","Nckap5l"
"11164","Adcy6"
"11165","Insr"
"11166","Gm13830"
"11167","Tmem248"
"11168","Stat6"
"11169","Plekhm1"
"11170","Sppl2a"
"11171","Fbn1"
"11172","Dgcr6"
"11173","Kit"
"11174","Angpt2"
"11175","Ubr1"
"11176","Gpr173"
"11177","Arnt"
"11178","Ier3"
"11179","Memo1"
"11180","D3Ertd751e"
"11181","Med12l"
"11182","Map4k3"
"11183","Gm7334"
"11184","4732414G09Rik"
"11185","Ift140"
"11186","Hs3st6"
"11187","Irak1"
"11188","Zfx"
"11189","Klhl32"
"11190","1810011O10Rik"
"11191","Notumos"
"11192","9330179D12Rik"
"11193","Ttll3"
"11194","Sp3"
"11195","Tbxa2r"
"11196","Pdcl"
"11197","Cd248"
"11198","Tcaf2"
"11199","Gprc5c"
"11200","Gucd1"
"11201","Pard6g"
"11202","Col5a1"
"11203","Fam13a"
"11204","Alms1"
"11205","Tmem45a"
"11206","Loxl2"
"11207","Col15a1"
"11208","Tmem64"
"11209","Sult1a1"
"11210","Dnajb1"
"11211","Lrrk1"
"11212","Ror2"
"11213","Angptl2"
"11214","Omd"
"11215","Kcnj13"
"11216","Pcca"
"11217","Enpp1"
"11218","Asgr1"
"11219","Fbln7"
"11220","Kl"
"11221","Col6a3"
"11222","Fkbp7"
"11223","Gypc"
"11224","Ifitm1"
"11225","Kdelr3"
"11226","A4galt"
"11227","Aard"
"11228","Col4a6"
"11229","Aldh1a1"
"11230","Engase"
"11231","Mmp23"
"11232","Frk"
"11233","Xpnpep1"
"11234","Tpra1"
"11235","Aox3"
"11236","Fat4"
"11237","Xdh"
"11238","B4galt1"
"11239","Fam26f"
"11240","Osgin1"
"11241","Fos"
"11242","Ctps2"
"11243","Gnai3"
"11244","Cxcl16"
"11245","Sec22b"
"11246","Gbp2"
"11247","Tspan11"
"11248","Il17rc"
"11249","Taf8"
"11250","Scyl1"
"11251","Myof"
"11252","Gmds"
"11253","Gm26802"
"11254","Slc5a6"
"11255","Thbd"
"11256","Tfpi"
"11257","Lbp"
"11258","Ccdc125"
"11259","Acp5"
"11260","Anxa3"
"11261","Commd5"
"11262","Alkbh3"
"11263","Tgfbr3"
"11264","Klf5"
"11265","Pdzk1ip1"
"11266","Cast"
"11267","Map2k3"
"11268","Timp1"
"11269","Kank4"
"11270","Serpinb6b"
"11271","Thsd4"
"11272","Anpep"
"11273","Ptgis"
"11274","Snai1"
"11275","Lox"
"11276","Ogn"
"11277","C77080"
"11278","Slc26a2"
"11279","Srpr"
"11280","Scpep1"
"11281","Npr3"
"11282","Ctla2b"
"11283","Atp2a3"
"11284","Chrnb1"
"11285","Il3ra"
"11286","Fmnl3"
"11287","4930555A03Rik"
"11288","Kazald1"
"11289","Pla2g12a"
"11290","4930518I15Rik"
"11291","Herc6"
"11292","Hdac7"
"11293","Rnf125"
"11294","Lmntd1"
"11295","Prkch"
"11296","Mamdc2"
"11297","1110008L16Rik"
"11298","RP23-60P18.10"
"11299","Arrdc1"
"11300","Lamc3"
"11301","Xiap"
"11302","Fam183b"
"11303","Dhx40"
"11304","Phyh"
"11305","Rsad1"
"11306","Iffo2"
"11307","Rita1"
"11308","Garem"
"11309","Nhlrc1"
"11310","Prps2"
"11311","Abca9"
"11312","Shd"
"11313","9530077C05Rik"
"11314","Stambpl1"
"11315","Pik3cg"
"11316","Fam111a"
"11317","Irf2bp2"
"11318","Gm20522"
"11319","Dhx34"
"11320","Pkn3"
"11321","Gpsm3"
"11322","Atf3"
"11323","Gbp9"
"11324","Ifi30"
"11325","Slfn2"
"11326","Stk24"
"11327","Coq10b"
"11328","Gadd45b"
"11329","Nuak2"
"11330","Il2rg"
"11331","Rin3"
"11332","Capg"
"11333","Mndal"
"11334","Hmgb2"
"11335","Gm10076"
"11336","S100a11"
"11337","Rac2"
"11338","Gsdmd"
"11339","Fgl2"
"11340","Rasgrp4"
"11341","Ifi47"
"11342","Tslp"
"11343","Ifi203"
"11344","Fes"
"11345","Gpr160"
"11346","Smagp"
"11347","H2-M3"
"11348","Cd83"
"11349","Arhgap25"
"11350","Adrb2"
"11351","F11r"
"11352","Icam1"
"11353","Ptpn6"
"11354","Hhex"
"11355","Trim30a"
"11356","Sec24b"
"11357","Wtap"
"11358","Neurl2"
"11359","Ssh1"
"11360","Cmklr1"
"11361","Tbc1d22a"
"11362","Il15"
"11363","Bach1"
"11364","Stt3a"
"11365","Mafk"
"11366","Cenpl"
"11367","Mlph"
"11368","Fam110a"
"11369","Acox3"
"11370","Tbc1d2b"
"11371","Prickle3"
"11372","Gm26721"
"11373","Traf5"
"11374","Irf5"
"11375","Stbd1"
"11376","Smarcd2"
"11377","Hspa5"
"11378","Herpud1"
"11379","Sumf1"
"11380","Icosl"
"11381","1600014C10Rik"
"11382","Mmachc"
"11383","Bcl2l11"
"11384","Spef2"
"11385","Smpd5"
"11386","Cebpb"
"11387","Parp10"
"11388","Ing5"
"11389","Shisa5"
"11390","1700025G04Rik"
"11391","Vps54"
"11392","Sertad2"
"11393","Cyb5r1"
"11394","R3hcc1l"
"11395","Tmx2"
"11396","Bag2"
"11397","Cxxc1"
"11398","Arhgap21"
"11399","Fbxo18"
"11400","Agfg2"
"11401","Taco1os"
"11402","Actg1"
"11403","Slc25a32"
"11404","3110062M04Rik"
"11405","Spag1"
"11406","Mtmr12"
"11407","Ephb6"
"11408","Gm43597"
"11409","1110019D14Rik"
"11410","Hgsnat"
"11411","Vegfc"
"11412","Tmem214"
"11413","Rsbn1l"
"11414","Abcb8"
"11415","Prkag1"
"11416","Dek"
"11417","Kmt2b"
"11418","Adcy3"
"11419","Spred3"
"11420","Phf2"
"11421","Mesdc1"
"11422","RP23-207N5.2"
"11423","Fam120a"
"11424","Zc3h14"
"11425","Mta1"
"11426","Bcap29"
"11427","Dennd6a"
"11428","Mettl6"
"11429","Park2"
"11430","Satb1"
"11431","Inpp5k"
"11432","Tcf19"
"11433","Otud4"
"11434","Jade1"
"11435","Stk40"
"11436","Pcbd2"
"11437","Zfyve1"
"11438","Trim26"
"11439","Psors1c2"
"11440","BC051142"
"11441","Rpl7l1"
"11442","Tmem170b"
"11443","Efr3b"
"11444","Col4a3bp"
"11445","Zfp354c"
"11446","Mbd1"
"11447","Myl4"
"11448","1700052K11Rik"
"11449","Mpg"
"11450","Malt1"
"11451","1110004E09Rik"
"11452","Paxbp1"
"11453","Tex2"
"11454","Haghl"
"11455","Sirt7"
"11456","Ccdc117"
"11457","Cramp1l"
"11458","Mrpl22"
"11459","Phf10"
"11460","Znhit2"
"11461","Wdr92"
"11462","Myl6b"
"11463","Syap1"
"11464","Pik3ca"
"11465","Specc1l"
"11466","Pigo"
"11467","Sec24d"
"11468","Tmem263"
"11469","H13"
"11470","Pank2"
"11471","Sipa1l2"
"11472","Trpm7"
"11473","Armc6"
"11474","Jak3"
"11475","Fhl1"
"11476","2700029M09Rik"
"11477","Chic1"
"11478","Slc7a3"
"11479","Gnao1"
"11480","1810030O07Rik"
"11481","9130221H12Rik"
"11482","C030039L03Rik"
"11483","Gm15860"
"11484","Anapc7"
"11485","Alkbh2"
"11486","Rab35"
"11487","Fam71e1"
"11488","Samd9l"
"11489","N4bp2l2"
"11490","Gm44257"
"11491","Cacng8"
"11492","Leng8"
"11493","Tollip"
"11494","Mrgpre"
"11495","Tmem201"
"11496","Fuca2"
"11497","Thap3"
"11498","Fndc4"
"11499","Extl3"
"11500","Ppp2r4"
"11501","Mrrf"
"11502","Aida"
"11503","Rb1"
"11504","Kdm5b"
"11505","Twf2"
"11506","Zc3h11a"
"11507","Ifrd2"
"11508","B3galt1"
"11509","Hivep3"
"11510","Tvp23a"
"11511","Tmem222"
"11512","Eif4g1"
"11513","Maea"
"11514","Ncald"
"11515","Ext1"
"11516","Scrn1"
"11517","Iscu"
"11518","Foxred2"
"11519","Lrfn3"
"11520","Smad1"
"11521","Hdac6"
"11522","Ccdc39"
"11523","Kcnip3"
"11524","Zfp286"
"11525","1110051M20Rik"
"11526","Dnajc10"
"11527","Apc2"
"11528","Izumo4"
"11529","Rptor"
"11530","Slc35f1"
"11531","Epb41l4b"
"11532","Rab12"
"11533","Enpp5"
"11534","2610301B20Rik"
"11535","Cbx2"
"11536","Rnf169"
"11537","Mgat4b"
"11538","Lrrn2"
"11539","Pdpr"
"11540","Zfp646"
"11541","Repin1"
"11542","Zcchc6"
"11543","Akap13"
"11544","Epb41l4a"
"11545","Npr1"
"11546","Bcam"
"11547","Pde3a"
"11548","P2ry14"
"11549","Rbpms"
"11550","Wtip"
"11551","Col14a1"
"11552","Foxs1"
"11553","Sebox"
"11554","Enpep"
"11555","Rrad"
"11556","Tinagl1"
"11557","Marveld1"
"11558","Wnt5b"
"11559","Slc25a24"
"11560","Tuba1c"
"11561","Rpl3l"
"11562","Bcas3"
"11563","Snai2"
"11564","Degs2"
"11565","Sh3tc1"
"11566","Psma8"
"11567","Gm694"
"11568","Cmtm8"
"11569","Cactin"
"11570","Dhx16"
"11571","Sertad1"
"11572","Ecm1"
"11573","Ccdc126"
"11574","Stk3"
"11575","Lrch1"
"11576","Cyyr1"
"11577","Irf7"
